Title,Seller Level,Average Rating,Number of Reviewers,Price (USD)
I will model and forecast time series using prophet or arima,,5.0,7,258.9428571428571
"I will do data mining, machine learning projects in weka",Level 2 Seller,5.0,34,10.361904761904762
I will do machine learning and data science in python,,5.0,9,103.58095238095238
I will work on your data science projects,,None,0,1035.7666666666667
I will provide natural language processing nlp solutions,,4.9,11,310.73333333333335
I will solve your machine learning problems,,5.0,2,124.29523809523809
I will machine learning and deep learning python projects,,5.0,8,10.361904761904762
I will code python programming tasks and projects,Level 1 Seller,5.0,10,10.361904761904762
I will do forecasting using time series analysis,,None,0,1035.7666666666667
"I will do python, data science, machine learning, web designing",,4.8,14,5.180952380952381
I will do machine learning python projects,Level 2 Seller,5.0,24,51.79047619047619
"I will do statistical data analysis machine learning in r, rstudio",,5.0,12,5.180952380952381
I will help in data analysis and machine learning in using r studio,Level 1 Seller,5.0,22,5.180952380952381
I will object detection on raspberrypi,,4.6,9,20.71904761904762
"I will do weka machine learning, artificial intelligence tasks",Level 2 Seller,5.0,11,20.71904761904762
I will do data science and machine learning projects using python,,5.0,23,51.79047619047619
I will be your dedicated data science expert,Level 2 Seller,4.9,14,82.86190476190477
I will work on data science and machine learning projects,Clients,5.0,7,145.0095238095238
"I will do data annotation, image, video tagging and labeling for ai",Level 1 Seller,4.6,13,10.361904761904762
"I will do  data and image annotation, tagging, labeling for object detection, ml and dl",Level 2 Seller,4.9,49,5.180952380952381
I will build an end to end machine learning system in python,,5.0,10,51.79047619047619
I will create jupyter notebooks for data science tasks,Level 1 Seller,4.8,17,25.895238095238096
"I will deep learning, computer vision, object detection ,tensorflow ,keras, python",Level 1 Seller,5.0,17,82.86190476190477
I will do regression and classification analysis in python,,5.0,52,51.79047619047619
I will do machine learning and data science projects using  python,Level 2 Seller,4.9,70,20.71904761904762
I will work on your computer vision projects,Level 2 Seller,5.0,56,82.86190476190477
"I will do any computer vision, deep learning projects",Level 2 Seller,5.0,37,82.86190476190477
"I will do machine learning, deep learning and opencv projects",,4.9,41,31.076190476190476
"I will do python data science, analysis, machine learning projects",Level 1 Seller,4.9,20,10.361904761904762
"I will jupyter notebook with python, pandas ,numpy,data analysis",,4.8,18,5.180952380952381
"I will do data science , data analysis work by using r programming",Level 1 Seller,5.0,15,5.180952380952381
"I will ensure your data science, data analysis project in python",Level 1 Seller,5.0,7,51.79047619047619
"I will do all your data science projects,msc engineer",Level 2 Seller,5.0,61,25.895238095238096
I will do qualitative data analysis and machine learning task,,4.9,16,51.79047619047619
"I will data science, analytics, machine learning custom consultancy",,5.0,1,129.47142857142856
"I will do data science tasks, projects in python as a data scientist",Level 1 Seller,4.7,24,82.86190476190477
I will provide text analytics and natural language processing,,None,0,258.9428571428571
I will create neural network deep learning models with keras in python ann CNN rnn lstm,Level 1 Seller,5.0,7,82.86190476190477
I will automate text manipulation and reformatting,,None,0,129.47142857142856
I will do deep learning and machine learning projects,Level 1 Seller,5.0,31,31.076190476190476
I will do data science and machine learning projects in python,Level 2 Seller,5.0,24,82.86190476190477
I will do any machine learning task in python,Top Rated Seller,5.0,40,155.36666666666667
"I will provide python, data science, machine learning service",Level 1 Seller,5.0,33,82.86190476190477
I will create jupyter notebook with data analysis and machine learning,,4.9,51,82.86190476190477
"I will do knn,  kmean, svm, other machine learning algorithms in python",Level 1 Seller,5.0,39,5.180952380952381
"I will do python project, task and assignments",Level 1 Seller,4.9,16,5.180952380952381
I will do image and audio processing tasks using python,,4.9,15,82.86190476190477
I will do machine learning and artificial intelligence in python,,5.0,15,82.86190476190477
"I will help with python, r,  finance, machine and deep learning, quant, trading algos",,5.0,172,409.12857142857143
I will do machine learning data science and deep learning project,,4.9,29,82.86190476190477
I will do statistical and data analysis,Level 2 Seller,4.9,39,36.25238095238095
I will build train and test nlp models using ml and dl,,5.0,5,10.361904761904762
"I will do nlp, machine learning, deep learning projects",,5.0,32,5.180952380952381
I will solve machine learning and data science problems,,5.0,19,51.79047619047619
I will develop jupyter notebook for data analysis and visualization,,5.0,34,31.076190476190476
I will do data science deep learning and machine learning python tasks,Level 2 Seller,4.8,44,82.86190476190477
I will do your opencv image processing and python projects,,4.9,10,15.538095238095238
I will do omics and bioinformatics projects,,4.9,14,82.86190476190477
"I will do nlp ,machine learning, data science projects",,4.6,11,5.180952380952381
I will do any machine or deep learning projects using python,,5.0,5,5.180952380952381
"I will help you in data analysis and machine learning in r, rstudio",Level 2 Seller,4.7,26,5.180952380952381
"I will do machine learning, deep learning, ai and computer vision tasks",,5.0,9,15.538095238095238
I will do any natural language processing or nlp projects in python,,4.9,22,10.361904761904762
I will make your machine learning projects in python,Level 1 Seller,4.9,56,31.076190476190476
I will do machine learning python projects,,5.0,22,129.47142857142856
I will do machine learning projects in python,Level 2 Seller,4.9,38,88.04285714285714
I will do python projects using machine learning and deep learning,Level 1 Seller,4.6,11,82.86190476190477
